Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount
"set `compiler.optimize.groupby` 'true';use testopen32gb; select ten, max(ten) as max from testdefopen32gb group by ten;",13061.9314255,31.616125910683227,13062.1884823,3.4350781999999995,0.1,10.0,290.0,36168131.0,0.0,392343.0
"use testopen32gb; select ten, max(ten) as max from testdefopen32gb /*+ hash */ group by ten;",13047.0726092,47.81979056836864,13047.323552099999,3.2449535,0.0,10.0,290.0,36168131.0,0.0,392343.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select ten, max(ten) as max from testdefopen64gb group by ten;",41432.600110700005,2235.6427154985777,41432.846770699995,3.0801198,0.0,10.0,290.0,72335919.0,0.0,784671.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select ten, max(ten) as max from testdefopen64gb group by ten;",26236.0955632,71.26080608371048,26236.333536300004,3.0385686000000005,0.0,10.0,290.0,72335919.0,0.0,784671.0
"use testopen64gb; select ten, max(ten) as max from testdefopen64gb /*+ hash */ group by ten;",26121.938825100002,107.70307430771477,26122.197034099998,2.9509293999999997,0.0,10.0,290.0,72335919.0,0.0,784671.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select ten, min(ten) as min from testdefopen2gb group by ten;",1326.2854204,64.53000210222253,1326.5264899,2.948789,0.1,10.0,290.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select ten, min(ten) as min from testdefopen2gb group by ten;",846.1109571999999,7.147725410849022,846.3467436999999,2.8580378,0.1,10.0,290.0,2260380.0,0.0,24530.0
"use testopen2gb; select ten, min(ten) as min from testdefopen2gb /*+ hash */ group by ten;",852.3961378,9.797775965883712,852.6451958,3.1548443999999995,0.0,10.0,290.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select ten, min(ten) as min from testdefopen4gb group by ten;",2535.9514412,165.67311696006132,2536.1826395999997,2.8231143,0.0,10.0,290.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select ten, min(ten) as min from testdefopen4gb group by ten;",1682.2723393,12.813194090658268,1682.5710440999999,2.8214087,0.0,10.0,290.0,4520789.0,0.0,49051.0
"use testopen4gb; select ten, min(ten) as min from testdefopen4gb /*+ hash */ group by ten;",1677.0088007999998,10.979685989403713,1677.2688740999997,2.9947106000000003,0.0,10.0,290.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select ten, min(ten) as min from testdefopen8gb group by ten;",5388.040180999999,493.6013530638143,5388.2855134,3.0074078,0.1,10.0,290.0,9041708.0,0.0,98092.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select ten, min(ten) as min from testdefopen8gb group by ten;",3289.5650732000004,23.018050223491926,3289.7963991999995,2.9130963000000003,0.0,10.0,290.0,9041708.0,0.0,98092.0
"use testopen8gb; select ten, min(ten) as min from testdefopen8gb /*+ hash */ group by ten;",3311.8831705999996,42.68171241369776,3312.1293732,2.7210055,0.0,10.0,290.0,9041708.0,0.0,98092.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select ten, min(ten) as min from testdefopen16gb group by ten;",10462.825205199999,636.7560854850211,10463.0567679,2.700782,0.0,10.0,290.0,18083796.0,0.0,196173.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select ten, min(ten) as min from testdefopen16gb group by ten;",6574.819728,28.305300499994278,6575.046869000001,2.669783,0.1,10.0,290.0,18083796.0,0.0,196173.0
"use testopen16gb; select ten, min(ten) as min from testdefopen16gb /*+ hash */ group by ten;",6564.6727513999995,37.45350054879913,6564.904382600001,2.7432223000000002,0.0,10.0,290.0,18083796.0,0.0,196173.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select ten, min(ten) as min from testdefopen32gb group by ten;",20781.289619900002,1066.0670066990733,20781.5047429,2.7243429,0.1,10.0,290.0,36168131.0,0.0,392343.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select ten, min(ten) as min from testdefopen32gb group by ten;",13114.2260935,36.5032744304057,13114.4522432,2.657557,0.0,10.0,290.0,36168131.0,0.0,392343.0
"use testopen32gb; select ten, min(ten) as min from testdefopen32gb /*+ hash */ group by ten;",13100.263943,56.903649086157664,13100.4928918,2.7761942,0.1,10.0,290.0,36168131.0,0.0,392343.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select ten, min(ten) as min from testdefopen64gb group by ten;",41922.3973602,1922.705697555413,41922.6187678,2.6768088,0.1,10.0,290.0,72335919.0,0.0,784671.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select ten, min(ten) as min from testdefopen64gb group by ten;",26273.8671838,64.41424528014377,26274.104269000003,2.764577,0.0,10.0,290.0,72335919.0,0.0,784671.0
"use testopen64gb; select ten, min(ten) as min from testdefopen64gb /*+ hash */ group by ten;",26344.1345463,69.942889200454,26344.3738229,2.7390672,0.0,10.0,290.0,72335919.0,0.0,784671.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select ten, sum(ten) as sum from testdefopen2gb group by ten;",1378.6469238,97.60856504416279,1378.8622944,2.6454870999999995,0.0,10.0,340.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select ten, sum(ten) as sum from testdefopen2gb group by ten;",857.6134922000001,21.964321303496575,857.8285674000001,2.6223947,0.0,10.0,340.0,2260380.0,0.0,24530.0
"use testopen2gb; select ten, sum(ten) as sum from testdefopen2gb /*+ hash */ group by ten;",884.7735121000002,17.848949736370123,885.0051129999999,2.6591367000000004,0.0,10.0,340.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select ten, sum(ten) as sum from testdefopen4gb group by ten;",2523.437991,176.02290003828452,2523.6779124,2.6900583,0.0,10.0,342.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select ten, sum(ten) as sum from testdefopen4gb group by ten;",1703.5364492,35.167919062992205,1703.7655373000002,2.7179859,0.1,10.0,342.0,4520789.0,0.0,49051.0
"use testopen4gb; select ten, sum(ten) as sum from testdefopen4gb /*+ hash */ group by ten;",1723.4368299999999,13.915883950388661,1723.6663887,2.5217637999999996,0.1,10.0,342.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select ten, sum(ten) as sum from testdefopen8gb group by ten;",5356.1301496,365.01309160802197,5356.3516172,2.5641098,0.1,10.0,343.0,9041708.0,0.0,98092.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select ten, sum(ten) as sum from testdefopen8gb group by ten;",3322.4903863,24.923941657352213,3322.7039170999997,2.6560069000000004,0.0,10.0,343.0,9041708.0,0.0,98092.0
"use testopen8gb; select ten, sum(ten) as sum from testdefopen8gb /*+ hash */ group by ten;",3387.9216733000003,33.639794385507884,3388.1459763,2.5429576000000003,0.1,10.0,343.0,9041708.0,0.0,98092.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select ten, sum(ten) as sum from testdefopen16gb group by ten;",10266.606108599999,678.7805136153521,10266.812647899998,2.5653934,0.0,10.0,348.0,18083796.0,0.0,196173.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select ten, sum(ten) as sum from testdefopen16gb group by ten;",6645.323970799999,66.35785345644284,6645.5512435,2.7349127,0.0,10.0,348.0,18083796.0,0.0,196173.0
"use testopen16gb; select ten, sum(ten) as sum from testdefopen16gb /*+ hash */ group by ten;",6708.8560854,37.99572264712656,6709.080855499999,2.5330699,0.0,10.0,348.0,18083796.0,0.0,196173.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select ten, sum(ten) as sum from testdefopen32gb group by ten;",20317.8500118,1298.2690070140343,20318.0608538,2.7060058,0.0,10.0,351.0,36168131.0,0.0,392343.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select ten, sum(ten) as sum from testdefopen32gb group by ten;",13201.940751699998,63.704518821110554,13202.158280500002,2.4938529999999997,0.0,10.0,351.0,36168131.0,0.0,392343.0
"use testopen32gb; select ten, sum(ten) as sum from testdefopen32gb /*+ hash */ group by ten;",13392.016328599999,63.465520087769825,13392.2159108,2.4951499000000004,0.1,10.0,351.0,36168131.0,0.0,392343.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select ten, sum(ten) as sum from testdefopen64gb group by ten;",41074.4054305,2083.1665801309364,41074.5984672,2.5138612000000005,0.0,10.0,352.0,72335919.0,0.0,784671.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select ten, sum(ten) as sum from testdefopen64gb group by ten;",26493.496512799997,63.551056324904934,26493.689573,2.5695982,0.0,10.0,352.0,72335919.0,0.0,784671.0
"use testopen64gb; select ten, sum(ten) as sum from testdefopen64gb /*+ hash */ group by ten;",26789.678777300003,115.39843192331938,26789.881325000002,2.4932687999999996,0.1,10.0,352.0,72335919.0,0.0,784671.0
"set `compiler.optimize.groupby` 'false';use wiscon2gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef2gb group by wiscondef2gb.normalsmallstring;",5486.238413499999,276.024396749425,5486.471104599999,2.648873,0.0,2257675.0,126429800.0,2260380.0,0.0,19001.0
"set `compiler.optimize.groupby` 'true';use wiscon2gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef2gb group by wiscondef2gb.normalsmallstring;",5423.8632462000005,263.37070391030153,5424.0871865,2.7054544999999997,0.1,2257675.0,126429800.0,2260380.0,0.0,19001.0
"use wiscon2gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef2gb /*+ hash */ group by wiscondef2gb.normalsmallstring;",5753.3101191000005,155.5112875604505,5753.510070599999,2.5036076,0.0,2257675.0,126429800.0,2260380.0,0.0,19001.0
"set `compiler.optimize.groupby` 'false';use wiscon4gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef4gb group by wiscondef4gb.normalsmallstring;",11827.6535581,407.36218451985457,11827.8434145,2.4736309999999997,0.0,4515035.0,252841960.0,4520789.0,0.0,38001.0
"set `compiler.optimize.groupby` 'true';use wiscon4gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef4gb group by wiscondef4gb.normalsmallstring;",10519.783707300001,302.0094500816225,10519.9813684,2.5411431,0.1,4515035.0,252841960.0,4520789.0,0.0,38001.0
"use wiscon4gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef4gb /*+ hash */ group by wiscondef4gb.normalsmallstring;",17425.6266982,926.1644454342021,17425.8245052,2.4366122,0.0,4515035.0,252841960.0,4520789.0,0.0,38001.0
"set `compiler.optimize.groupby` 'false';use wiscon8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef8gb group by wiscondef8gb.normalsmallstring;",23345.8911287,905.0835868244983,23346.0608306,2.4940908999999998,0.0,9031449.0,505761144.0,9041708.0,0.0,75990.0
"set `compiler.optimize.groupby` 'true';use wiscon8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef8gb group by wiscondef8gb.normalsmallstring;",20891.2977728,696.3840359238066,20891.471307099997,2.3988194999999997,0.0,9031449.0,505761144.0,9041708.0,0.0,75990.0
"use wiscon8gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef8gb /*+ hash */ group by wiscondef8gb.normalsmallstring;",42947.7253258,476.58030251144635,42947.900966400004,2.4988501999999997,0.1,9031449.0,505761144.0,9041708.0,0.0,75990.0
"set `compiler.optimize.groupby` 'false';use wiscon16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef16gb group by wiscondef16gb.normalsmallstring;",47482.4889749,2221.6839128730503,47482.6543473,2.4238083,0.0,18060883.0,1011409448.0,18083796.0,0.0,151972.0
"set `compiler.optimize.groupby` 'true';use wiscon16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef16gb group by wiscondef16gb.normalsmallstring;",41893.4218271,1518.868795002937,41893.6467073,3.7944772,0.0,18060883.0,1011409448.0,18083796.0,0.0,151972.0
"use wiscon16gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef16gb /*+ hash */ group by wiscondef16gb.normalsmallstring;",115116.3926849,2714.8207082635736,115116.57109980001,2.3744237999999998,0.1,18060883.0,1011409448.0,18083796.0,0.0,151972.0
"set `compiler.optimize.groupby` 'false';use wiscon32gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef32gb group by wiscondef32gb.normalsmallstring;",96591.2422831,1949.5462658686556,96591.5195031,5.105507800000001,0.1,36114551.0,2022414856.0,36168131.0,0.0,303933.0
"set `compiler.optimize.groupby` 'true';use wiscon32gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef32gb group by wiscondef32gb.normalsmallstring;",86937.205143,2769.816442867401,86937.5425482,6.755895499999999,0.0,36114551.0,2022414856.0,36168131.0,0.0,303933.0
"use wiscon32gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef32gb /*+ hash */ group by wiscondef32gb.normalsmallstring;",218687.94906369998,1624.4311775483802,218688.2367325,4.9465185,0.0,36114551.0,2022414856.0,36168131.0,0.0,303933.0
"set `compiler.optimize.groupby` 'false';use wiscon64gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef64gb group by wiscondef64gb.normalsmallstring;",191007.02282950003,5375.947064437505,191007.365479,6.944871399999999,0.1,72130717.0,4039320152.0,72335919.0,0.0,607854.0
"set `compiler.optimize.groupby` 'true';use wiscon64gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef64gb group by wiscondef64gb.normalsmallstring;",168307.7031938,4525.710759271045,168308.0398797,6.3608514000000005,0.0,72130717.0,4039320152.0,72335919.0,0.0,607854.0
"use wiscon64gb; select normalsmallstring, count(normalsmallstring) as count from wiscondef64gb /*+ hash */ group by wiscondef64gb.normalsmallstring;",393266.08117230004,3465.510170227629,393266.4351888,6.410749699999999,0.0,72130717.0,4039320152.0,72335919.0,0.0,607854.0
