Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount,realquery,size(gb),type,groupmemory(MB),groupbyattribute,aggregate,nc,dp
"use wisconopen4gb; select unique3, sum(unique3) as sum from wiscondefopen4gb /*+ hash */ group by unique3;",30205.4016317,559.6065687961021,30205.702073999997,5.9198228,0.0,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, sum(unique3) as sum from wiscondefopen4gb  group by unique3;",4,hash,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select unique3, sum(unique3) as sum from wiscondefopen8gb group by unique3;",31609.958364,466.1746576032838,31610.244519299995,5.693657700000001,0.1,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, sum(unique3) as sum from wiscondefopen8gb group by unique3;",8,sort,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select unique3, sum(unique3) as sum from wiscondefopen8gb group by unique3;",27807.6630228,746.8408337903312,27807.9571113,6.606556299999999,0.0,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, sum(unique3) as sum from wiscondefopen8gb group by unique3;",8,opt,32,unique3,sum,2,1
"use wisconopen8gb; select unique3, sum(unique3) as sum from wiscondefopen8gb /*+ hash */ group by unique3;",86957.97905210001,996.0023859889872,86958.2842353,6.5677232000000005,0.0,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, sum(unique3) as sum from wiscondefopen8gb  group by unique3;",8,hash,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select unique3, sum(unique3) as sum from wiscondefopen16gb group by unique3;",63143.983394,1215.0352805947423,63144.302305100005,6.411042499999999,0.0,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, sum(unique3) as sum from wiscondefopen16gb group by unique3;",16,sort,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select unique3, sum(unique3) as sum from wiscondefopen16gb group by unique3;",56414.2077802,1403.1844815981356,56414.4993426,6.357673000000001,0.0,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, sum(unique3) as sum from wiscondefopen16gb group by unique3;",16,opt,32,unique3,sum,2,1
"use wisconopen16gb; select unique3, sum(unique3) as sum from wiscondefopen16gb /*+ hash */ group by unique3;",165427.3166962,1359.3791059208447,165427.60572139997,6.1684255,0.0,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, sum(unique3) as sum from wiscondefopen16gb  group by unique3;",16,hash,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select unique3, sum(unique3) as sum from wiscondefopen32gb group by unique3;",126871.85446909998,2221.773504670991,126872.141296,6.281716299999999,0.0,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, sum(unique3) as sum from wiscondefopen32gb group by unique3;",32,sort,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select unique3, sum(unique3) as sum from wiscondefopen32gb group by unique3;",112928.0519288,2558.541506239884,112928.3382976,6.412447500000001,0.1,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, sum(unique3) as sum from wiscondefopen32gb group by unique3;",32,opt,32,unique3,sum,2,1
"use wisconopen32gb; select unique3, sum(unique3) as sum from wiscondefopen32gb /*+ hash */ group by unique3;",322220.8747037,2683.3056831761,322221.1586549,6.297831899999999,0.0,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, sum(unique3) as sum from wiscondefopen32gb  group by unique3;",32,hash,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select unique3, sum(unique3) as sum from wiscondefopen64gb group by unique3;",257025.34440800003,3354.7458807288194,257025.6351055,6.3561933,0.0,72335919.0,3528377721.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, sum(unique3) as sum from wiscondefopen64gb group by unique3;",64,sort,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select unique3, sum(unique3) as sum from wiscondefopen64gb group by unique3;",226008.0780812,3027.1213645557227,226008.3685689,6.2443828,0.0,72335919.0,3528377721.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, sum(unique3) as sum from wiscondefopen64gb group by unique3;",64,opt,32,unique3,sum,2,1
"use wisconopen64gb; select unique3, sum(unique3) as sum from wiscondefopen64gb /*+ hash */ group by unique3;",628862.1821746,6732.329719431187,628862.4545745,6.0805332,0.1,72335919.0,3528377721.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, sum(unique3) as sum from wiscondefopen64gb  group by unique3;",64,hash,32,unique3,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select unique3, max(unique3) as max from wiscondefopen2gb group by unique3;",7993.348829,319.70264129407445,7993.6422525,6.6273808,0.1,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, max(unique3) as max from wiscondefopen2gb group by unique3;",2,sort,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select unique3, max(unique3) as max from wiscondefopen2gb group by unique3;",7092.7130894,142.33196099753363,7092.999633199999,6.697762900000001,0.0,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, max(unique3) as max from wiscondefopen2gb group by unique3;",2,opt,32,unique3,max,2,1
"use wisconopen2gb; select unique3, max(unique3) as max from wiscondefopen2gb /*+ hash */ group by unique3;",7195.6498482,125.75101712510684,7195.9243779,5.995269,0.0,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, max(unique3) as max from wiscondefopen2gb  group by unique3;",2,hash,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select unique3, max(unique3) as max from wiscondefopen4gb group by unique3;",15962.0440393,361.0110270716344,15962.323077,6.6172473,0.1,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, max(unique3) as max from wiscondefopen4gb group by unique3;",4,sort,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select unique3, max(unique3) as max from wiscondefopen4gb group by unique3;",14005.9923355,261.1608987423139,14006.2466774,5.9934843,0.1,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, max(unique3) as max from wiscondefopen4gb group by unique3;",4,opt,32,unique3,max,2,1
"use wisconopen4gb; select unique3, max(unique3) as max from wiscondefopen4gb /*+ hash */ group by unique3;",14107.4529739,399.1479285245932,14107.7435579,6.5634378,0.1,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, max(unique3) as max from wiscondefopen4gb  group by unique3;",4,hash,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select unique3, max(unique3) as max from wiscondefopen8gb group by unique3;",31990.4869946,410.2107448555002,31990.7834162,6.8708882,0.0,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, max(unique3) as max from wiscondefopen8gb group by unique3;",8,sort,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select unique3, max(unique3) as max from wiscondefopen8gb group by unique3;",28351.7754565,637.6813757338365,28352.0567993,6.722402600000001,0.0,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, max(unique3) as max from wiscondefopen8gb group by unique3;",8,opt,32,unique3,max,2,1
"use wisconopen8gb; select unique3, max(unique3) as max from wiscondefopen8gb /*+ hash */ group by unique3;",28105.293002600003,473.93745816693576,28105.5888353,6.8251078,0.0,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, max(unique3) as max from wiscondefopen8gb  group by unique3;",8,hash,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select unique3, max(unique3) as max from wiscondefopen16gb group by unique3;",64476.3532806,1347.0647318657695,64476.638558,6.3710522,0.0,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, max(unique3) as max from wiscondefopen16gb group by unique3;",16,sort,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select unique3, max(unique3) as max from wiscondefopen16gb group by unique3;",56272.2236098,1455.26398647896,56272.5072561,6.5007594,0.1,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, max(unique3) as max from wiscondefopen16gb group by unique3;",16,opt,32,unique3,max,2,1
"use wisconopen16gb; select unique3, max(unique3) as max from wiscondefopen16gb /*+ hash */ group by unique3;",56028.5651736,958.6888161857344,56028.8649293,6.462588599999999,0.1,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, max(unique3) as max from wiscondefopen16gb  group by unique3;",16,hash,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select unique3, max(unique3) as max from wiscondefopen32gb group by unique3;",131260.4077327,2204.459170677226,131260.69518500002,6.3462966,0.0,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, max(unique3) as max from wiscondefopen32gb group by unique3;",32,sort,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select unique3, max(unique3) as max from wiscondefopen32gb group by unique3;",113024.1349827,2352.9412660836297,113024.419641,6.3325701,0.1,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, max(unique3) as max from wiscondefopen32gb group by unique3;",32,opt,32,unique3,max,2,1
"use wisconopen32gb; select unique3, max(unique3) as max from wiscondefopen32gb /*+ hash */ group by unique3;",113614.2621973,1647.6892000804648,113614.5571137,6.386768,0.1,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, max(unique3) as max from wiscondefopen32gb  group by unique3;",32,hash,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select unique3, max(unique3) as max from wiscondefopen64gb group by unique3;",264143.0979476,3051.490565778752,264143.39076090005,6.531284099999999,0.0,72335919.0,3528377721.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, max(unique3) as max from wiscondefopen64gb group by unique3;",64,sort,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select unique3, max(unique3) as max from wiscondefopen64gb group by unique3;",229915.68314010004,3598.1436857482786,229915.9694622,6.5084197,0.1,72335919.0,3528377721.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, max(unique3) as max from wiscondefopen64gb group by unique3;",64,opt,32,unique3,max,2,1
"use wisconopen64gb; select unique3, max(unique3) as max from wiscondefopen64gb /*+ hash */ group by unique3;",230610.7538989,2712.4906737789624,230611.0503523,6.2490185,0.0,72335919.0,3528377721.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, max(unique3) as max from wiscondefopen64gb  group by unique3;",64,hash,32,unique3,max,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select unique3, min(unique3) as min from wiscondefopen2gb group by unique3;",8190.104192999999,233.1690503064472,8190.391773700001,6.508669899999999,0.1,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, min(unique3) as min from wiscondefopen2gb group by unique3;",2,sort,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select unique3, min(unique3) as min from wiscondefopen2gb group by unique3;",7049.2484188,178.4738666273662,7049.5327528,5.6588515,0.0,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, min(unique3) as min from wiscondefopen2gb group by unique3;",2,opt,32,unique3,min,2,1
"use wisconopen2gb; select unique3, min(unique3) as min from wiscondefopen2gb /*+ hash */ group by unique3;",7082.752572199999,98.90310093715873,7083.044504400001,6.1836047,0.0,2260380.0,110256654.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select unique3, min(unique3) as min from wiscondefopen2gb  group by unique3;",2,hash,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select unique3, min(unique3) as min from wiscondefopen4gb group by unique3;",15769.3591349,235.32117554020556,15769.6437566,6.0797344,0.0,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, min(unique3) as min from wiscondefopen4gb group by unique3;",4,sort,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select unique3, min(unique3) as min from wiscondefopen4gb group by unique3;",13798.654925900002,270.7206883997786,13798.9379653,6.689571600000001,0.1,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, min(unique3) as min from wiscondefopen4gb group by unique3;",4,opt,32,unique3,min,2,1
"use wisconopen4gb; select unique3, min(unique3) as min from wiscondefopen4gb /*+ hash */ group by unique3;",14074.0465077,392.0198936410494,14074.3403812,6.515736200000001,0.0,4520789.0,220511855.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select unique3, min(unique3) as min from wiscondefopen4gb  group by unique3;",4,hash,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select unique3, min(unique3) as min from wiscondefopen8gb group by unique3;",31820.1484475,513.5205404285742,31820.4494219,6.425161,0.2,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, min(unique3) as min from wiscondefopen8gb group by unique3;",8,sort,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select unique3, min(unique3) as min from wiscondefopen8gb group by unique3;",27825.3733931,436.55111967484095,27825.6663039,6.2316049,0.0,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, min(unique3) as min from wiscondefopen8gb group by unique3;",8,opt,32,unique3,min,2,1
"use wisconopen8gb; select unique3, min(unique3) as min from wiscondefopen8gb /*+ hash */ group by unique3;",27830.0141506,684.4729768779653,27830.2793456,5.4321216,0.0,9041708.0,441034488.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select unique3, min(unique3) as min from wiscondefopen8gb  group by unique3;",8,hash,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select unique3, min(unique3) as min from wiscondefopen16gb group by unique3;",63582.50079400001,651.6209119262646,63582.79340839999,6.6976535,0.1,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, min(unique3) as min from wiscondefopen16gb group by unique3;",16,sort,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select unique3, min(unique3) as min from wiscondefopen16gb group by unique3;",55531.0469821,1189.3382784922053,55531.33894539999,6.631133800000001,0.0,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, min(unique3) as min from wiscondefopen16gb group by unique3;",16,opt,32,unique3,min,2,1
"use wisconopen16gb; select unique3, min(unique3) as min from wiscondefopen16gb /*+ hash */ group by unique3;",55664.6693292,1352.2747111057536,55664.9779218,6.1258143,0.2,18083796.0,882087074.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select unique3, min(unique3) as min from wiscondefopen16gb  group by unique3;",16,hash,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select unique3, min(unique3) as min from wiscondefopen32gb group by unique3;",129238.9868791,990.0796202160964,129239.2763926,6.1581023,0.1,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, min(unique3) as min from wiscondefopen32gb group by unique3;",32,sort,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select unique3, min(unique3) as min from wiscondefopen32gb group by unique3;",112611.749261,1916.3099899552892,112612.028742,6.3476346,0.0,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, min(unique3) as min from wiscondefopen32gb group by unique3;",32,opt,32,unique3,min,2,1
"use wisconopen32gb; select unique3, min(unique3) as min from wiscondefopen32gb /*+ hash */ group by unique3;",112042.2418033,2135.83156324812,112042.5352849,5.7450785,0.1,36168131.0,1764190577.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select unique3, min(unique3) as min from wiscondefopen32gb  group by unique3;",32,hash,32,unique3,min,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select unique3, min(unique3) as min from wiscondefopen64gb group by unique3;",261694.2614725,4051.869199568788,261694.5397379,5.6691148,0.0,72335919.0,3528377721.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select unique3, min(unique3) as min from wiscondefopen64gb group by unique3;",64,sort,32,unique3,min,2,1
