Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount,realquery,size(gb),type,groupmemory(MB),groupbyattribute,aggregate,nc,dp
"use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.hundredkgroups;",6488.7814752,194.5934022777543,6489.0489862,5.1070044,0.0,100000.0,4690941.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select hundredkgroups, count(hundredkgroups) as count from wiscondefopen8gb  group by wiscondefopen8gb.hundredkgroups;",8,hash,32,hundredkgroups,count,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",2131.3871947,118.26825810649171,2131.6430864000004,5.225286200000001,0.0,10.0,340.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",2,sort,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",1384.4383794,125.3088632016542,1384.7599753,5.4640861,0.0,10.0,340.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb group by wiscondefopen2gb.ten;",2,opt,32,ten,sum,2,1
"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.ten;",1385.1441117,47.70113876806501,1385.4176235999998,5.531750799999999,0.2,10.0,340.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select ten, sum(ten) as sum from wiscondefopen2gb  group by wiscondefopen2gb.ten;",2,hash,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",2022.7433441,79.10230431656794,2023.0175696,6.0134174,0.0,10000.0,443970.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",2,sort,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",1491.9353193000002,78.5074589478234,1492.2179728,6.0514166,0.0,10000.0,443970.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.tenkgroups;",2,opt,32,tenkgroups,sum,2,1
"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.tenkgroups;",1529.4145453,74.31457430960165,1529.7154841,6.3141678,0.1,10000.0,443970.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.tenkgroups;",2,hash,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",5096.2144316,162.18345109357327,5096.5199568,6.3672453,0.0,887676.0,43782432.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",2,sort,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",4695.058581,63.533335431705744,4695.320169,5.4180368,0.0,887676.0,43782432.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.milliongroups;",2,opt,32,milliongroups,sum,2,1
"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.milliongroups;",5015.1053863,170.62722993439388,5015.3556032,5.229469000000001,0.1,887676.0,43782432.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.milliongroups;",2,hash,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",4100.947624899999,84.99560892662073,4101.2403187,6.302002399999999,0.0,10.0,342.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",4,sort,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",2649.96163,121.80699664735688,2650.2300597000003,5.2994945,0.2,10.0,342.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb group by wiscondefopen4gb.ten;",4,opt,32,ten,sum,2,1
"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.ten;",2734.5798222000003,115.357562607135,2734.855092,5.645778399999999,0.0,10.0,342.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select ten, sum(ten) as sum from wiscondefopen4gb  group by wiscondefopen4gb.ten;",4,hash,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",3965.0275533,105.50523985282214,3965.32858,6.3243313,0.1,10000.0,446428.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",4,sort,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",2793.3527596000004,119.21889689920992,2793.6178535,5.6146301,0.0,10000.0,446428.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.tenkgroups;",4,opt,32,tenkgroups,sum,2,1
"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.tenkgroups;",2887.0420851000003,101.30065845434022,2887.3450971,7.3004779,0.0,10000.0,446428.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen4gb  group by wiscondefopen4gb.tenkgroups;",4,hash,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",8095.0770487,145.09642344279328,8095.323466899999,5.2341792,0.1,987226.0,48897654.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",4,sort,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",7672.5531134,139.8283520480409,7672.8276111,6.1531167,0.2,987226.0,48897654.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.milliongroups;",4,opt,32,milliongroups,sum,2,1
"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.milliongroups;",9686.0527988,179.47224823751793,9686.3102827,5.6400579,0.1,987226.0,48897654.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen4gb  group by wiscondefopen4gb.milliongroups;",4,hash,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",8223.902377999997,200.2974538865301,8224.168944,5.6160978,0.1,10.0,343.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",8,sort,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",5119.4724221,191.43914413496347,5119.7124956,5.3150010000000005,0.0,10.0,343.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb group by wiscondefopen8gb.ten;",8,opt,32,ten,sum,2,1
"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.ten;",5418.3560113,256.4054616081552,5418.6179402,5.0231296,0.0,10.0,343.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select ten, sum(ten) as sum from wiscondefopen8gb  group by wiscondefopen8gb.ten;",8,hash,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",7764.558772699999,231.45797753851173,7764.8140499,5.7234039,0.0,10000.0,447658.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",8,sort,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",5374.299710100001,145.70005534062005,5374.5566039,5.6665511,0.0,10000.0,447658.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.tenkgroups;",8,opt,32,tenkgroups,sum,2,1
"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.tenkgroups;",5736.722589100001,161.64684304593595,5736.9734185,5.295132000000001,0.0,10000.0,447658.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen8gb  group by wiscondefopen8gb.tenkgroups;",8,hash,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",13251.002331,232.9034090330412,13251.2468891,5.118745400000001,0.0,999910.0,49817589.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",8,sort,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",13725.2644532,462.02915192523614,13725.4906353,4.762448699999999,0.0,999910.0,49817589.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.milliongroups;",8,opt,32,milliongroups,sum,2,1
"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.milliongroups;",18276.941249400003,382.9056919187654,18277.2033277,5.3278068,0.1,999910.0,49817589.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen8gb  group by wiscondefopen8gb.milliongroups;",8,hash,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",16173.3529316,238.91078461934836,16173.5516175,3.977291,0.1,10.0,348.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",16,sort,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",10230.5977164,337.51840345534515,10230.8385776,5.0442499000000005,0.0,10.0,348.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb group by wiscondefopen16gb.ten;",16,opt,32,ten,sum,2,1
"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.ten;",11120.0674236,428.839146993379,11120.223395,2.7421753000000004,0.0,10.0,348.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select ten, sum(ten) as sum from wiscondefopen16gb  group by wiscondefopen16gb.ten;",16,hash,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",15400.216516,247.0194664097195,15400.483739,5.5856756,0.1,10000.0,452741.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",16,sort,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",10550.3098181,213.41697689895457,10550.5213615,4.2876850000000015,0.0,10000.0,452741.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.tenkgroups;",16,opt,32,tenkgroups,sum,2,1
"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.tenkgroups;",11271.5715713,276.72199434171694,11271.8629448,6.285598,0.1,10000.0,452741.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.tenkgroups;",16,hash,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",23678.1525434,331.2554483678732,23678.4310338,6.0041017000000005,0.0,1000000.0,50178886.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",16,sort,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",27214.8294068,482.3628984511048,27215.0794585,5.8603517,0.0,1000000.0,50178886.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.milliongroups;",16,opt,32,milliongroups,sum,2,1
"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.milliongroups;",34972.2262289,709.9457275985061,34972.4799511,5.512797300000001,0.0,1000000.0,50178886.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.milliongroups;",16,hash,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb group by wiscondefopen32gb.ten;",20109.7243549,448.093899497261,20109.9848589,5.3076899,0.0,10.0,351.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb group by wiscondefopen32gb.ten;",32,opt,32,ten,sum,2,1
"use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.ten;",20781.9434709,395.35071495187066,20782.248948,6.3099517,0.0,10.0,351.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select ten, sum(ten) as sum from wiscondefopen32gb  group by wiscondefopen32gb.ten;",32,hash,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",30453.9680671,423.6169019458473,30454.2283968,5.563530299999999,0.1,10000.0,455814.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",32,sort,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",20849.3064185,340.8280394958147,20849.5590428,5.0369329,0.1,10000.0,455814.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.tenkgroups;",32,opt,32,tenkgroups,sum,2,1
"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.tenkgroups;",22111.4166077,475.075141857713,22111.674234,5.084342599999999,0.0,10000.0,455814.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen32gb  group by wiscondefopen32gb.tenkgroups;",32,hash,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",44162.8757596,374.72470446663976,44163.1302923,5.6846312,0.0,1000000.0,50532012.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",32,sort,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",56926.97852789999,908.0256471848928,56927.2561478,7.1653082,0.0,1000000.0,50532012.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.milliongroups;",32,opt,32,milliongroups,sum,2,1
"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.milliongroups;",67218.7059876,1365.8867704906754,67218.9515993,5.469938,0.1,1000000.0,50532012.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen32gb  group by wiscondefopen32gb.milliongroups;",32,hash,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",64422.4469208,1803.6928786215497,64422.6832402,4.8097754,0.0,10.0,352.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",64,sort,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",40570.7635753,872.7230311425764,40570.9771963,4.2954049,0.0,10.0,352.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb group by wiscondefopen64gb.ten;",64,opt,32,ten,sum,2,1
"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.ten;",41981.4763144,610.6532914577953,41981.7200357,6.3983506000000006,0.0,10.0,352.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, sum(ten) as sum from wiscondefopen64gb  group by wiscondefopen64gb.ten;",64,hash,32,ten,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",60356.931956,726.5469937079981,60357.14956459999,5.1633498,0.0,10000.0,457349.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",64,sort,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",42771.6842637,832.1829883110395,42771.9356623,7.2167264000000015,0.1,10000.0,457349.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",64,opt,32,tenkgroups,sum,2,1
"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.tenkgroups;",44429.5757618,648.1986004593246,44429.8446921,5.266020599999999,0.0,10000.0,457349.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select tenkgroups, sum(tenkgroups) as sum from wiscondefopen64gb  group by wiscondefopen64gb.tenkgroups;",64,hash,32,tenkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",86236.03206639999,1550.0976582118094,86236.2583029,5.5562121,0.0,1000000.0,50729626.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",64,sort,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",116679.32927909998,1221.0851787351853,116679.5828749,5.0863244,0.1,1000000.0,50729626.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.milliongroups;",64,opt,32,milliongroups,sum,2,1
"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.milliongroups;",133443.81276980002,1514.2656934631914,133444.1033295,5.735096700000001,0.0,1000000.0,50729626.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select milliongroups, sum(milliongroups) as sum from wiscondefopen64gb  group by wiscondefopen64gb.milliongroups;",64,hash,32,milliongroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",2262.7708124,153.8808564222773,2262.9937342000003,4.4223266,0.0,100.0,3936.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",2,sort,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",1424.2224924,116.46012560769336,1424.4477596,4.6239949000000005,0.0,100.0,3936.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundred;",2,opt,32,hundred,sum,2,1
"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.hundred;",1483.4224049,34.706390415323455,1483.6226441,3.9082727,0.0,100.0,3936.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select hundred, sum(hundred) as sum from wiscondefopen2gb  group by wiscondefopen2gb.hundred;",2,hash,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",2297.5048381999995,123.44741998071588,2297.7734448,5.804289000000001,0.1,1000.0,40394.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",2,sort,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",1516.3301906999998,218.13261012680329,1516.5608982,5.0915719,0.0,1000.0,40394.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.kgroups;",2,opt,32,kgroups,sum,2,1
"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.kgroups;",1445.4622714,67.235305470709,1445.7422057999995,5.6763837,0.0,1000.0,40394.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select kgroups, sum(kgroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.kgroups;",2,hash,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",2672.0200963,148.61083782076807,2672.2468125,4.277092499999999,0.0,100000.0,4939006.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",2,sort,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",1895.4948163,218.7270577813385,1895.7227327,4.6006963,0.1,100000.0,4939006.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb group by wiscondefopen2gb.hundredkgroups;",2,opt,32,hundredkgroups,sum,2,1
"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb /*+ hash */ group by wiscondefopen2gb.hundredkgroups;",1861.97082,111.02243331300936,1862.1745932,4.486242200000001,0.0,100000.0,4939006.0,2260380.0,0.0,23804.0,"use wisconopen2gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen2gb  group by wiscondefopen2gb.hundredkgroups;",2,hash,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",17095.6695825,597.5869558814918,17095.8431547,3.9104189,0.0,100.0,4023.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",16,sort,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",10534.1092092,274.3489013340219,10534.308273,4.6289199000000005,0.1,100.0,4023.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundred;",16,opt,32,hundred,sum,2,1
